priority,bs_year,bs_month,issue_type,current_candidate_start_dates,sources,reason,expected_information_gain,recommended_manual_action,source_file_or_url,page_number_or_crop_if_available
75,2029,5,low_trust_consensus,1972-08-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2029,6,low_trust_consensus,1972-09-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2029,7,low_trust_consensus,1972-10-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2029,8,low_trust_consensus,1972-11-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2029,9,low_trust_consensus,1972-12-15,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2029,10,low_trust_consensus,1973-01-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2029,11,low_trust_consensus,1973-02-12,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2029,12,low_trust_consensus,1973-03-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2030,2,low_trust_consensus,1973-05-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2030,3,low_trust_consensus,1973-06-15,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2030,4,low_trust_consensus,1973-07-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2030,5,low_trust_consensus,1973-08-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2030,6,low_trust_consensus,1973-09-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2030,7,low_trust_consensus,1973-10-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2030,8,low_trust_consensus,1973-11-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2030,10,low_trust_consensus,1974-01-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2030,11,low_trust_consensus,1974-02-12,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2030,12,low_trust_consensus,1974-03-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2031,2,low_trust_consensus,1974-05-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2031,3,low_trust_consensus,1974-06-15,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2031,4,low_trust_consensus,1974-07-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2031,5,low_trust_consensus,1974-08-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2031,6,low_trust_consensus,1974-09-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2031,7,low_trust_consensus,1974-10-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2031,8,low_trust_consensus,1974-11-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2031,10,low_trust_consensus,1975-01-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2031,11,low_trust_consensus,1975-02-13,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2031,12,low_trust_consensus,1975-03-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2032,3,low_trust_consensus,1975-06-15,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2032,4,low_trust_consensus,1975-07-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2032,5,low_trust_consensus,1975-08-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2032,6,low_trust_consensus,1975-09-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2032,7,low_trust_consensus,1975-10-18,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2032,8,low_trust_consensus,1975-11-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2032,10,low_trust_consensus,1976-01-15,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2032,11,low_trust_consensus,1976-02-13,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2032,12,low_trust_consensus,1976-03-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2033,2,low_trust_consensus,1976-05-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2033,3,low_trust_consensus,1976-06-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2033,4,low_trust_consensus,1976-07-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2033,5,low_trust_consensus,1976-08-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2033,6,low_trust_consensus,1976-09-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2033,7,low_trust_consensus,1976-10-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2033,8,low_trust_consensus,1976-11-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2033,9,low_trust_consensus,1976-12-15,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2033,10,low_trust_consensus,1977-01-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2033,11,low_trust_consensus,1977-02-12,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2033,12,low_trust_consensus,1977-03-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2034,2,low_trust_consensus,1977-05-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2034,3,low_trust_consensus,1977-06-15,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2034,4,low_trust_consensus,1977-07-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2034,5,low_trust_consensus,1977-08-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2034,6,low_trust_consensus,1977-09-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2034,7,low_trust_consensus,1977-10-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2034,8,low_trust_consensus,1977-11-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2034,10,low_trust_consensus,1978-01-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2034,11,low_trust_consensus,1978-02-12,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2034,12,low_trust_consensus,1978-03-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2035,2,low_trust_consensus,1978-05-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2035,3,low_trust_consensus,1978-06-15,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2035,4,low_trust_consensus,1978-07-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2035,5,low_trust_consensus,1978-08-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2035,6,low_trust_consensus,1978-09-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2035,7,low_trust_consensus,1978-10-18,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2035,8,low_trust_consensus,1978-11-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2035,10,low_trust_consensus,1979-01-15,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2035,11,low_trust_consensus,1979-02-13,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2035,12,low_trust_consensus,1979-03-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2036,3,low_trust_consensus,1979-06-15,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2036,4,low_trust_consensus,1979-07-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2036,5,low_trust_consensus,1979-08-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2036,6,low_trust_consensus,1979-09-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2036,7,low_trust_consensus,1979-10-18,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2036,8,low_trust_consensus,1979-11-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2036,10,low_trust_consensus,1980-01-15,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2036,11,low_trust_consensus,1980-02-13,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2036,12,low_trust_consensus,1980-03-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2037,2,low_trust_consensus,1980-05-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2037,3,low_trust_consensus,1980-06-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2037,4,low_trust_consensus,1980-07-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
